master_evidence_id,record_type,source_package_or_file,internal_id,source_id,topic_or_area,stage_or_layer,fact_or_finding,product_implication_or_interpretation,evidence_quality_or_status,evidence_ref,date_packaged
WB-MOD-M10,WellBe v1 module,wellbe_overview.md,M10,WELLBE-DOC-002,Intelligence Engines (what gets discovered),WellBe v1 architecture,"Personal baselines, deviation detection, cross-device correlation","Existing module to keep, extend, or reframe in v2: Baseline & Anomaly",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M11,WellBe v1 module,wellbe_overview.md,M11,WELLBE-DOC-002,Intelligence Engines (what gets discovered),WellBe v1 architecture,"Temporal patterns, co-occurrence, compound triggers","Existing module to keep, extend, or reframe in v2: Pattern Detection",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M12,WellBe v1 module,wellbe_overview.md,M12,WELLBE-DOC-002,Intelligence Engines (what gets discovered),WellBe v1 architecture,What preceded what; time-lagged correlations,"Existing module to keep, extend, or reframe in v2: Temporal Relationships",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M13,WellBe v1 module,wellbe_overview.md,M13,WELLBE-DOC-002,Intelligence Engines (what gets discovered),WellBe v1 architecture,Identifies confounding variables in apparent patterns,"Existing module to keep, extend, or reframe in v2: Confounder Detection",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M14,WellBe v1 module,wellbe_overview.md,M14,WELLBE-DOC-002,Intelligence Engines (what gets discovered),WellBe v1 architecture,"Detects gaps that, if filled, could clarify trends","Existing module to keep, extend, or reframe in v2: Missing Data",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M15,WellBe v1 module,wellbe_overview.md,M15,WELLBE-DOC-002,Intelligence Engines (what gets discovered),WellBe v1 architecture,Surfaces and manages conflicting signals without hiding them,"Existing module to keep, extend, or reframe in v2: Contradiction Resolution",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M16,WellBe v1 module,wellbe_overview.md,M16,WELLBE-DOC-002,Intelligence Engines (what gets discovered),WellBe v1 architecture,Scores and ranks evidence quality across all sources,"Existing module to keep, extend, or reframe in v2: Evidence Ranking",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M17,WellBe v1 module,wellbe_overview.md,M17,WELLBE-DOC-002,Reasoning Layer (what gets hypothesized),WellBe v1 architecture,"Generates, tracks, and manages health hypotheses","Existing module to keep, extend, or reframe in v2: Hypothesis Engine",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M18,WellBe v1 module,wellbe_overview.md,M18,WELLBE-DOC-002,Reasoning Layer (what gets hypothesized),WellBe v1 architecture,Turns hypotheses into structured research questions,"Existing module to keep, extend, or reframe in v2: Research Brainstorm",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M19,WellBe v1 module,wellbe_overview.md,M19,WELLBE-DOC-002,Reasoning Layer (what gets hypothesized),WellBe v1 architecture,Searches external evidence; links research to personal context,"Existing module to keep, extend, or reframe in v2: Research Agent",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M20,WellBe v1 module,wellbe_overview.md,M20,WELLBE-DOC-002,Reasoning Layer (what gets hypothesized),WellBe v1 architecture,Designs and tracks n=1 experiments to test hypotheses,"Existing module to keep, extend, or reframe in v2: Personal Experiments",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M21,WellBe v1 module,wellbe_overview.md,M21,WELLBE-DOC-002,Safety,WellBe v1 architecture,"Rule-based safety gate — triage before every output, no AI bypass","Existing module to keep, extend, or reframe in v2: Safety & Triage Engine",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M22,WellBe v1 module,wellbe_overview.md,M22,WELLBE-DOC-002,Safety,WellBe v1 architecture,Active health concern lifecycle management,"Existing module to keep, extend, or reframe in v2: Concern Tracker",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M23,WellBe v1 module,wellbe_overview.md,M23,WELLBE-DOC-002,User-Facing Engines,WellBe v1 architecture,Teaches the user; connects general health knowledge to their personal context,"Existing module to keep, extend, or reframe in v2: Professor Engine",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M24,WellBe v1 module,wellbe_overview.md,M24,WELLBE-DOC-002,User-Facing Engines,WellBe v1 architecture,"Daily actions, goal tracking, habit management","Existing module to keep, extend, or reframe in v2: Coach Engine",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M25,WellBe v1 module,wellbe_overview.md,M25,WELLBE-DOC-002,User-Facing Engines,WellBe v1 architecture,Surfaces multi-path options for health decisions,"Existing module to keep, extend, or reframe in v2: Alternative Options",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M26,WellBe v1 module,wellbe_overview.md,M26,WELLBE-DOC-002,User-Facing Engines,WellBe v1 architecture,Validates nothing was lost; every fact has a source; all processing is complete,"Existing module to keep, extend, or reframe in v2: Context Integrity",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M27,WellBe v1 module,wellbe_overview.md,M27,WELLBE-DOC-002,AI & Ingestion,WellBe v1 architecture,"Multi-agent AI coordination, prompt routing, structured output enforcement","Existing module to keep, extend, or reframe in v2: AI Orchestrator",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M28,WellBe v1 module,wellbe_overview.md,M28,WELLBE-DOC-002,AI & Ingestion,WellBe v1 architecture,"Wearables, calendar, files, external APIs — all external data sources","Existing module to keep, extend, or reframe in v2: Ingestion Layer",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M29,WellBe v1 module,wellbe_overview.md,M29,WELLBE-DOC-002,Surfaces,WellBe v1 architecture,Next.js product interface,"Existing module to keep, extend, or reframe in v2: Web Frontend",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M30,WellBe v1 module,wellbe_overview.md,M30,WELLBE-DOC-002,Surfaces,WellBe v1 architecture,Mobile and wearable client interfaces,"Existing module to keep, extend, or reframe in v2: Mobile / Watch",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M32,WellBe v1 module,wellbe_overview.md,M32,WELLBE-DOC-002,Surfaces,WellBe v1 architecture,"Conversational logging, summaries, concerns, and notifications","Existing module to keep, extend, or reframe in v2: Telegram Bot",internal product context,wellbe_overview.md,2026-05-30
WB-MOD-M33,WellBe v1 module,wellbe_overview.md,M33,WELLBE-DOC-002,Surfaces,WellBe v1 architecture,Interactive anatomical map for symptom location and pattern visualization,"Existing module to keep, extend, or reframe in v2: Body Map",internal product context,wellbe_overview.md,2026-05-30
WB-FEAT-001,WellBe v1 feature,wellbe_overview.md,M03 hardening,WELLBE-DOC-002,C1 — Store,WellBe v1 feature catalogue,Enforce RawContextEvent immutability and source provenance at storage,V1 status: ✅ Done,internal product context,wellbe_overview.md,2026-05-30
WB-FEAT-002,WellBe v1 feature,wellbe_overview.md,health-entity-layering,WELLBE-DOC-002,C2 — Understand,WellBe v1 feature catalogue,Classify extracted entities into graph layers and eligibility tiers,V1 status: ⬜ Planned,internal product context,wellbe_overview.md,2026-05-30
WB-FEAT-003,WellBe v1 feature,wellbe_overview.md,smart-indexing,WELLBE-DOC-002,C3 — Find,WellBe v1 feature catalogue,"Make every user input searchable, retrievable, linkable, and provenance-preserving across all index types",V1 status: ✅ Done,internal product context,wellbe_overview.md,2026-05-30
WB-FEAT-004,WellBe v1 feature,wellbe_overview.md,health-graph-core,WELLBE-DOC-002,C5 — Connect,WellBe v1 feature catalogue,"Build the Health Knowledge Graph with typed nodes, scored edges, auto-linking, and query API",V1 status: ✅ Done,internal product context,wellbe_overview.md,2026-05-30
WB-FEAT-005,WellBe v1 feature,wellbe_overview.md,ai-orchestrator-core,WELLBE-DOC-002,C6 — Think,WellBe v1 feature catalogue,"AI orchestration with structured outputs, baseline/anomaly engine (M10), and evidence ranking (M16)",V1 status: ✅ Done,internal product context,wellbe_overview.md,2026-05-30
WB-FEAT-006,WellBe v1 feature,wellbe_overview.md,onboarding,WELLBE-DOC-002,C7 — Show,WellBe v1 feature catalogue,"Capture consent, baseline profile, goals, and initial health context before intelligence starts",V1 status: ✅ Done,internal product context,wellbe_overview.md,2026-05-30
WB-FEAT-007,WellBe v1 feature,wellbe_overview.md,symptom-logging,WELLBE-DOC-002,C7 — Show,WellBe v1 feature catalogue,"Capture symptoms quickly, preserve raw wording, and produce structured symptom episodes",V1 status: ✅ Done,internal product context,wellbe_overview.md,2026-05-30
WB-FEAT-008,WellBe v1 feature,wellbe_overview.md,concerns,WELLBE-DOC-002,C7 — Show,WellBe v1 feature catalogue,"Track active health concerns with triage, evidence, hypotheses, and status changes",V1 status: ✅ Done,internal product context,wellbe_overview.md,2026-05-30
WB-FEAT-009,WellBe v1 feature,wellbe_overview.md,graph-explorer,WELLBE-DOC-002,C7 — Show,WellBe v1 feature catalogue,"Let users inspect connected symptoms, metrics, hypotheses, evidence, body regions, and concerns",V1 status: ✅ Done,internal product context,wellbe_overview.md,2026-05-30
WB-FEAT-010,WellBe v1 feature,wellbe_overview.md,frontend-core,WELLBE-DOC-002,C7 — Show,WellBe v1 feature catalogue,"First experience layer: health dashboard, symptom log, graph view, concerns view, safety triage",V1 status: ✅ Done,internal product context,wellbe_overview.md,2026-05-30
WB-FEAT-011,WellBe v1 feature,wellbe_overview.md,visual-language-v3,WELLBE-DOC-002,C7 — Show,WellBe v1 feature catalogue,"WellBe visual system: orb, flow, motion, and graph cockpit",V1 status: ✅ Done,internal product context,wellbe_overview.md,2026-05-30
WB-FEAT-012,WellBe v1 feature,wellbe_overview.md,design-system-v2,WELLBE-DOC-002,C7 — Show,WellBe v1 feature catalogue,"Full design system: teal palette, light/dark mode, sidebar navigation, component library",V1 status: ✅ Done,internal product context,wellbe_overview.md,2026-05-30
WB-FEAT-013,WellBe v1 feature,wellbe_overview.md,wearable-integration,WELLBE-DOC-002,C7 — Show,WellBe v1 feature catalogue,"Connect wearables, manage sync status, import metrics, configure device placement",V1 status: ⬜ Planned,internal product context,wellbe_overview.md,2026-05-30
